rollno,CourseName,sectioname,AvgTimeSpentInHours
DLPJ0418JA040868,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040868,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040868,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040869,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.5
DLPJ0418JA040869,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,23.5
DLPJ0418JA040869,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040869,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040869,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040871,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.3
DLPJ0418JA040871,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,8.6
DLPJ0418JA040871,Life Skills,Business Communication - Java Stream,2
DLPJ0418JA040871,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040871,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA040872,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.8
DLPJ0418JA040872,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,21.3
DLPJ0418JA040872,Life Skills,Business Communication - Java Stream,2.5
DLPJ0418JA040872,PJP  Webinar,DLPJ0418Java_Webinar,2.7
DLPJ0418JA040872,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040873,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11
DLPJ0418JA040873,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27
DLPJ0418JA040873,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040873,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040873,Testing Concepts.,DLPJP18JAVAB4_Testing,3
DLPJ0418JA040875,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.4
DLPJ0418JA040875,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.1
DLPJ0418JA040875,Life Skills,Business Communication - Java Stream,3.5
DLPJ0418JA040875,PJP  Webinar,DLPJ0418Java_Webinar,4.1
DLPJ0418JA040875,Testing Concepts.,DLPJP18JAVAB4_Testing,3
DLPJ0418JA040876,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.2
DLPJ0418JA040876,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.3
DLPJ0418JA040876,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040877,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15
DLPJ0418JA040877,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38
DLPJ0418JA040877,Life Skills,Business Communication - Java Stream,2.9
DLPJ0418JA040877,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040877,Testing Concepts.,DLPJP18JAVAB4_Testing,2.8
DLPJ0418JA040878,IT Foundation Skills,DLPJP18JAVAB4_Foundation,21.7
DLPJ0418JA040878,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,63.6
DLPJ0418JA040878,Life Skills,Business Communication - Java Stream,5.4
DLPJ0418JA040878,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040878,Testing Concepts.,DLPJP18JAVAB4_Testing,2.7
DLPJ0418JA040879,IT Foundation Skills,DLPJP18JAVAB4_Foundation,19.5
DLPJ0418JA040879,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.6
DLPJ0418JA040879,Life Skills,Business Communication - Java Stream,4
DLPJ0418JA040879,PJP  Webinar,DLPJ0418Java_Webinar,1.8
DLPJ0418JA040879,Testing Concepts.,DLPJP18JAVAB4_Testing,4.3
DLPJ0418JA040880,IT Foundation Skills,DLPJP18JAVAB4_Foundation,20.5
DLPJ0418JA040880,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27.3
DLPJ0418JA040880,Life Skills,Business Communication - Java Stream,3.3
DLPJ0418JA040880,PJP  Webinar,DLPJ0418Java_Webinar,1.6
DLPJ0418JA040880,Testing Concepts.,DLPJP18JAVAB4_Testing,2.1
DLPJ0418JA040881,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.4
DLPJ0418JA040881,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,53.5
DLPJ0418JA040881,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040881,PJP  Webinar,DLPJ0418Java_Webinar,2
DLPJ0418JA040881,Testing Concepts.,DLPJP18JAVAB4_Testing,5
DLPJ0418JA040883,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.2
DLPJ0418JA040883,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12.9
DLPJ0418JA040885,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.5
DLPJ0418JA040885,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.8
DLPJ0418JA040885,Life Skills,Business Communication - Java Stream,3.2
DLPJ0418JA040885,PJP  Webinar,DLPJ0418Java_Webinar,0.8
DLPJ0418JA040885,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040886,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.7
DLPJ0418JA040886,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,39.2
DLPJ0418JA040886,Life Skills,Business Communication - Java Stream,3.1
DLPJ0418JA040886,PJP  Webinar,DLPJ0418Java_Webinar,1.7
DLPJ0418JA040886,Testing Concepts.,DLPJP18JAVAB4_Testing,1.3
DLPJ0418JA040887,IT Foundation Skills,DLPJP18JAVAB4_Foundation,20.3
DLPJ0418JA040887,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38.1
DLPJ0418JA040887,Life Skills,Business Communication - Java Stream,3.7
DLPJ0418JA040887,PJP  Webinar,DLPJ0418Java_Webinar,1.9
DLPJ0418JA040887,Testing Concepts.,DLPJP18JAVAB4_Testing,3.5
DLPJ0418JA040890,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.9
DLPJ0418JA040890,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,18.9
DLPJ0418JA040890,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040890,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040890,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040891,IT Foundation Skills,DLPJP18JAVAB4_Foundation,25
DLPJ0418JA040891,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.5
DLPJ0418JA040891,Life Skills,Business Communication - Java Stream,3.1
DLPJ0418JA040891,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040891,Testing Concepts.,DLPJP18JAVAB4_Testing,0.7
DLPJ0418JA040893,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.1
DLPJ0418JA040893,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26
DLPJ0418JA040893,Life Skills,Business Communication - Java Stream,2.5
DLPJ0418JA040893,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040893,Testing Concepts.,DLPJP18JAVAB4_Testing,3.8
DLPJ0418JA040894,IT Foundation Skills,DLPJP18JAVAB4_Foundation,3.5
DLPJ0418JA040894,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,7.3
DLPJ0418JA040894,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040894,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040894,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040895,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17
DLPJ0418JA040895,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38.2
DLPJ0418JA040895,Life Skills,Business Communication - Java Stream,0.4
DLPJ0418JA040895,PJP  Webinar,DLPJ0418Java_Webinar,1.8
DLPJ0418JA040895,Testing Concepts.,DLPJP18JAVAB4_Testing,1.7
DLPJ0418JA040896,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.8
DLPJ0418JA040896,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22.2
DLPJ0418JA040896,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040896,Testing Concepts.,DLPJP18JAVAB4_Testing,1
DLPJ0418JA040897,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17
DLPJ0418JA040897,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,1.9
DLPJ0418JA040897,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040897,Testing Concepts.,DLPJP18JAVAB4_Testing,1.3
DLPJ0418JA040898,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7
DLPJ0418JA040898,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.6
DLPJ0418JA040898,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040898,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040898,Testing Concepts.,DLPJP18JAVAB4_Testing,0.4
DLPJ0418JA040899,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.3
DLPJ0418JA040899,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22.7
DLPJ0418JA040899,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040899,Testing Concepts.,DLPJP18JAVAB4_Testing,0.7
DLPJ0418JA040900,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.9
DLPJ0418JA040900,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,18.7
DLPJ0418JA040900,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040900,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040900,Testing Concepts.,DLPJP18JAVAB4_Testing,0.7
DLPJ0418JA040901,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.5
DLPJ0418JA040901,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,3.6
DLPJ0418JA040901,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040901,PJP  Webinar,DLPJ0418Java_Webinar,1.4
DLPJ0418JA040901,Testing Concepts.,DLPJP18JAVAB4_Testing,0.1
DLPJ0418JA040902,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.5
DLPJ0418JA040902,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.5
DLPJ0418JA040902,Life Skills,Business Communication - Java Stream,1.4
DLPJ0418JA040902,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040902,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040903,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.5
DLPJ0418JA040903,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,18.3
DLPJ0418JA040903,PJP  Webinar,DLPJ0418Java_Webinar,1.5
DLPJ0418JA040903,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA040904,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.2
DLPJ0418JA040904,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.4
DLPJ0418JA040904,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040904,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040904,Testing Concepts.,DLPJP18JAVAB4_Testing,2.3
DLPJ0418JA040907,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.8
DLPJ0418JA040907,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.1
DLPJ0418JA040907,Life Skills,Business Communication - Java Stream,1.3
DLPJ0418JA040907,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040907,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040908,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.8
DLPJ0418JA040908,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,42.1
DLPJ0418JA040908,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040908,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040908,Testing Concepts.,DLPJP18JAVAB4_Testing,2.4
DLPJ0418JA040909,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.7
DLPJ0418JA040909,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.9
DLPJ0418JA040909,Life Skills,Business Communication - Java Stream,0.6
DLPJ0418JA040909,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040909,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040910,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.4
DLPJ0418JA040910,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,25
DLPJ0418JA040910,Life Skills,Business Communication - Java Stream,2.9
DLPJ0418JA040910,Testing Concepts.,DLPJP18JAVAB4_Testing,4.3
DLPJ0418JA040911,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.3
DLPJ0418JA040911,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38.2
DLPJ0418JA040911,Life Skills,Business Communication - Java Stream,1.4
DLPJ0418JA040911,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040911,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040912,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.7
DLPJ0418JA040912,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,15
DLPJ0418JA040912,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040913,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.9
DLPJ0418JA040913,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,61.5
DLPJ0418JA040913,Life Skills,Business Communication - Java Stream,3.8
DLPJ0418JA040913,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040913,Testing Concepts.,DLPJP18JAVAB4_Testing,4.4
DLPJ0418JA040914,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.6
DLPJ0418JA040914,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28
DLPJ0418JA040914,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040914,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040914,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040915,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.7
DLPJ0418JA040915,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.3
DLPJ0418JA040915,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040915,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040915,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040916,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.3
DLPJ0418JA040916,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,42.2
DLPJ0418JA040916,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040916,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040918,IT Foundation Skills,DLPJP18JAVAB4_Foundation,0.2
DLPJ0418JA040918,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.8
DLPJ0418JA040918,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040919,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.6
DLPJ0418JA040919,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,41.2
DLPJ0418JA040919,Life Skills,Business Communication - Java Stream,3.6
DLPJ0418JA040919,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040919,Testing Concepts.,DLPJP18JAVAB4_Testing,2.9
DLPJ0418JA040920,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.2
DLPJ0418JA040920,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,21.6
DLPJ0418JA040920,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040920,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040920,Testing Concepts.,DLPJP18JAVAB4_Testing,2.6
DLPJ0418JA040921,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.5
DLPJ0418JA040921,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,9.3
DLPJ0418JA040921,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040921,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040921,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040922,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.5
DLPJ0418JA040922,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22
DLPJ0418JA040922,Life Skills,Business Communication - Java Stream,2.8
DLPJ0418JA040922,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040924,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.8
DLPJ0418JA040924,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,33.4
DLPJ0418JA040924,Life Skills,Business Communication - Java Stream,4.1
DLPJ0418JA040924,PJP  Webinar,DLPJ0418Java_Webinar,2.1
DLPJ0418JA040924,Testing Concepts.,DLPJP18JAVAB4_Testing,1.3
DLPJ0418JA040925,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12
DLPJ0418JA040925,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,24.7
DLPJ0418JA040925,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040925,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040925,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040926,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.7
DLPJ0418JA040926,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,25
DLPJ0418JA040926,Life Skills,Business Communication - Java Stream,0.6
DLPJ0418JA040926,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040926,Testing Concepts.,DLPJP18JAVAB4_Testing,2.7
DLPJ0418JA040927,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.9
DLPJ0418JA040927,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,15.2
DLPJ0418JA040927,Life Skills,Business Communication - Java Stream,0.6
DLPJ0418JA040927,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040927,Testing Concepts.,DLPJP18JAVAB4_Testing,3.3
DLPJ0418JA040928,IT Foundation Skills,DLPJP18JAVAB4_Foundation,19.2
DLPJ0418JA040928,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,64.4
DLPJ0418JA040928,Life Skills,Business Communication - Java Stream,3.5
DLPJ0418JA040928,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040928,Testing Concepts.,DLPJP18JAVAB4_Testing,6.8
DLPJ0418JA040929,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9
DLPJ0418JA040929,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12.4
DLPJ0418JA040929,Life Skills,Business Communication - Java Stream,2.5
DLPJ0418JA040929,PJP  Webinar,DLPJ0418Java_Webinar,0.9
DLPJ0418JA040929,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040930,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.3
DLPJ0418JA040930,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.7
DLPJ0418JA040930,Life Skills,Business Communication - Java Stream,2
DLPJ0418JA040930,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040930,Testing Concepts.,DLPJP18JAVAB4_Testing,3.4
DLPJ0418JA040931,IT Foundation Skills,DLPJP18JAVAB4_Foundation,2.3
DLPJ0418JA040931,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,5.2
DLPJ0418JA040931,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040931,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040931,Testing Concepts.,DLPJP18JAVAB4_Testing,0
DLPJ0418JA040933,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.9
DLPJ0418JA040933,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.5
DLPJ0418JA040933,Life Skills,Business Communication - Java Stream,0
DLPJ0418JA040933,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040934,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.5
DLPJ0418JA040934,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,57
DLPJ0418JA040934,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040934,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040934,Testing Concepts.,DLPJP18JAVAB4_Testing,7.4
DLPJ0418JA040935,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.3
DLPJ0418JA040935,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.4
DLPJ0418JA040935,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040935,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040935,Testing Concepts.,DLPJP18JAVAB4_Testing,0.4
DLPJ0418JA040936,IT Foundation Skills,DLPJP18JAVAB4_Foundation,4.7
DLPJ0418JA040936,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,14.6
DLPJ0418JA040936,Life Skills,Business Communication - Java Stream,0.9
DLPJ0418JA040936,PJP  Webinar,DLPJ0418Java_Webinar,1.9
DLPJ0418JA040936,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040937,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.1
DLPJ0418JA040937,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,37
DLPJ0418JA040937,Life Skills,Business Communication - Java Stream,2.5
DLPJ0418JA040937,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040937,Testing Concepts.,DLPJP18JAVAB4_Testing,2.6
DLPJ0418JA040938,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.7
DLPJ0418JA040938,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22
DLPJ0418JA040938,Life Skills,Business Communication - Java Stream,1.3
DLPJ0418JA040938,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040938,Testing Concepts.,DLPJP18JAVAB4_Testing,1
DLPJ0418JA040939,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.9
DLPJ0418JA040939,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,4.5
DLPJ0418JA040939,Life Skills,Business Communication - Java Stream,4.8
DLPJ0418JA040939,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040939,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040940,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.6
DLPJ0418JA040940,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,24.9
DLPJ0418JA040940,PJP  Webinar,DLPJ0418Java_Webinar,0.9
DLPJ0418JA040940,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040941,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.2
DLPJ0418JA040941,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,9.7
DLPJ0418JA040941,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040941,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040941,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040942,IT Foundation Skills,DLPJP18JAVAB4_Foundation,3.1
DLPJ0418JA040942,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,0
DLPJ0418JA040942,Life Skills,Business Communication - Java Stream,1.4
DLPJ0418JA040942,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040943,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.2
DLPJ0418JA040943,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,9.5
DLPJ0418JA040943,Life Skills,Business Communication - Java Stream,3.4
DLPJ0418JA040943,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040943,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA040946,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.5
DLPJ0418JA040946,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,43
DLPJ0418JA040946,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040946,PJP  Webinar,DLPJ0418Java_Webinar,0.8
DLPJ0418JA040946,Testing Concepts.,DLPJP18JAVAB4_Testing,4.6
DLPJ0418JA040947,Testing Concepts.,DLPJP18JAVAB4_Testing,0.1
DLPJ0418JA040948,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.1
DLPJ0418JA040948,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,5.5
DLPJ0418JA040948,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040948,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040950,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.3
DLPJ0418JA040950,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,43.9
DLPJ0418JA040950,Life Skills,Business Communication - Java Stream,2.6
DLPJ0418JA040950,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040950,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040951,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16
DLPJ0418JA040951,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.4
DLPJ0418JA040951,PJP  Webinar,DLPJ0418Java_Webinar,1.2
DLPJ0418JA040951,Testing Concepts.,DLPJP18JAVAB4_Testing,1.5
DLPJ0418JA040953,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.7
DLPJ0418JA040953,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,32.5
DLPJ0418JA040953,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040953,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040953,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040954,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7.2
DLPJ0418JA040954,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.2
DLPJ0418JA040954,Life Skills,Business Communication - Java Stream,1.3
DLPJ0418JA040954,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040954,Testing Concepts.,DLPJP18JAVAB4_Testing,2.7
DLPJ0418JA040956,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.2
DLPJ0418JA040956,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,9.5
DLPJ0418JA040956,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040956,Testing Concepts.,DLPJP18JAVAB4_Testing,2.1
DLPJ0418JA040957,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17
DLPJ0418JA040957,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.1
DLPJ0418JA040957,Life Skills,Business Communication - Java Stream,0.1
